Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
ABERDEEN PHILLIPS FLD    ,3.7,-0.12088235294117651,1.71,-1.0172727272727276,0.42,-3.031764705882353,3.1,0.1191176470588235,1.77,-1.540294117647059,9.154411764705882,4.584848484848485,2.87,-0.08352941176470591,1.36,-2.3876470588235295,5.36,2.9770588235294113,4.1,1.7167647058823525,4.34,1.557647058823529,2.1,-1.0479411764705884
CATOCTIN MOUNTAIN PARK   ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
CONOWINGO DAM            ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
CYLBURN                  ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
DAMASCUS 3 SSW           ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
FREDERICK 2 NNE          ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
MILLERS 4 NE             ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
PORT DEPOSIT 2 NE        ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
POTOMAC FILTER PLANT     ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
ROCKVILLE 1 NE           ,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
SMITHSBURG 2NW,3.472285714285714,-0.12088235294117651,1.8891428571428572,-1.0172727272727276,0.18800000000000003,-3.031764705882353,3.4457142857142853,0.1191176470588235,2.131714285714285,-1.540294117647059,9.154411764705882,4.584848484848485,3.482857142857143,-0.08352941176470591,1.0517142857142858,-2.3876470588235295,7.626285714285716,2.9770588235294113,5.344285714285714,1.7167647058823525,5.015142857142856,1.557647058823529,1.8342857142857143,-1.0479411764705884
