Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
OXON HILL                ,4.08,0.0,4.8,1.47,6.11,1.79,1.61,-2.35,4.39,0.0,1.62,-2.99,2.24,2.71,0.0,0.0,4.0,-0.91,2.59,-1.3,0.0,0.0,1.31,-2.13
UPPER MARLBORO 3 NNW     ,0.0,0.0,2.96,0.04,0.0,0.0,2.75,-0.9,1.93,-2.65,1.25,-2.9,6.91,0.0,1.86,-2.55,4.31,-0.61,8.26,4.79,1.67,-2.09,3.71,0.0
--DIVISIONAL DATA------->,2.58,-0.79,5.26,0.0,5.19,0.0,3.77,0.0,3.34,0.0,0.66,0.0,7.74,0.0,3.46,0.0,4.69,0.0,6.39,0.0,2.25,0.0,2.38,0.0
NORTHERN EASTERN,2.2,0.0,5.15,0.0,3.83,0.0,2.6,0.0,4.04,0.0,2.0,0.0,3.11,-1.78,6.34,0.0,6.33,0.0,3.65,0.0,2.35,0.0,1.87,0.0
SHORE              05,2.87,-0.79,5.16,2.19,4.08,0.13,2.14,-1.66,5.13,0.61,1.56,-2.79,1.86,0.0,5.34,1.74,4.04,-0.22,4.22,0.74,2.56,-1.24,2.18,-1.13
CHESTERTOWN              ,2.49,-0.26,0.0,0.0,4.54,0.0,3.58,0.0,3.87,0.0,1.01,0.0,2.59,1.07,3.78,0.0,4.34,0.0,4.55,0.0,2.32,0.0,2.08,0.0
--DIVISIONAL DATA------->,2.85,0.0,4.01,1.11,3.57,-0.2,1.97,-1.48,3.56,-0.72,2.02,-1.6,4.64,0.0,4.93,1.22,5.86,1.72,3.91,0.47,2.8,-0.81,2.87,-0.67
NORTHERN CENTRAL   06,2.71,-1.16,3.65,1.07,2.44,-0.99,2.07,-1.15,1.98,-1.79,1.85,-1.8,0.0,0.0,2.78,-0.66,4.61,0.57,3.26,0.05,1.68,-1.71,1.37,0.0
ABERDEEN PHILLIPS FLD    ,0.48,-0.6475757575757574,2.85,0.0,4.1,0.0,2.8,0.0,3.44,0.0,1.4,0.0,1.38,0.03,1.35,0.0,4.26,0.0,5.52,0.0,2.58,0.0,1.23,0.0
BRIGHTON DAM             ,2.44,-0.6475757575757574,3.98,1.06,4.63,0.6,2.7,-0.83,3.46,-1.16,1.44,-2.61,3.99,-0.09441176470588236,4.06,0.22,4.79,0.46,5.27,1.76,2.27,-1.35,2.05,-1.45
CATOCTIN MTN PARK        ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
CONOWINGO DAM            ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
CYLBURN                  ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
DAMASCUS 3 SSW           ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
EMMITSBURG 2 SE          ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
FREDERICK 2 NNE          ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
MILLERS 4 NE             ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
POTOMAC FLTR PLT         ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
SMITHSBURG 2NW           ,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
--DIVISIONAL DATA------->,2.4731428571428573,-0.6475757575757574,3.576857142857143,0.622,4.858571428571428,0.8585714285714289,2.0477142857142856,-1.1331428571428568,2.832571428571429,-1.0039999999999998,1.717142857142857,-1.482,3.6731428571428566,-0.09441176470588236,4.606285714285715,0.7908571428571427,4.984285714285715,0.6202857142857144,5.1082857142857145,1.3719999999999999,1.9388571428571428,-0.9977142857142858,2.033142857142857,-0.8291428571428572
