Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
OXON HILL,1.18,-0.9531999999999999,5.17,1.9808000000000001,3.48,-1.318,3.17,0.16079999999999997,8.27,3.6583333333333337,4.41,1.4656,6.88,2.47,4.34,0.58,9.61,5.09,2.58,-1.18,8.24,4.82,6.1,1.8124
--DIVISIONAL DATA------->,2.57,-0.96,5.08,1.38,2.89,-1.34,3.8,-0.34,6.23,2.12,4.38,0.47,10.04,5.75,6.12,2.21,13.01,8.06,2.65,-1.47,8.41,4.87,5.07,2.22
NORTHERN EASTERN SHORE  05,2.4056249999999997,0.39,5.004062500000001,2.12,2.642666666666666,-2.07,3.6583870967741934,0.35,7.767931034482758,1.84,5.042903225806451,3.96,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,2.11
STEVENSVILLE 2SW,2.41,0.27,4.55,1.92,2.35,-0.68,3.29,1.01,6.29,1.39,4.61,2.01,10.0,5.88,6.0,1.71,10.64,6.13,2.15,-1.57,7.64,3.72,5.85,2.56
SUDLERSVILLE 1S,3.57,-0.9531999999999999,4.82,1.9808000000000001,1.98,-1.318,4.26,0.16079999999999997,6.18,3.6583333333333337,7.88,1.4656,10.09,6.44,6.15,2.75,15.22,10.98,3.17,-0.21,8.4,4.79,5.44,1.8124
--DIVISIONAL DATA------->,3.48,1.01,5.11,1.34,3.04,-1.26,4.72,-0.04,5.65,0.78,5.4,0.75,16.31,12.32,10.04,6.32,9.33,4.86,2.0,-1.75,8.07,4.48,6.2,1.71
NORTHERN CENTRAL  06,1.59,-1.19,3.96,2.02,1.84,-1.32,3.77,0.31,7.767931034482758,1.64,4.95,1.22,8.623870967741935,4.75,7.27,1.4773076923076924,10.84,5.664615384615386,1.4,0.6353846153846153,6.6,3.734000000000001,6.6,2.12
ABERDEEN PHILLIPS FLD,3.67,-0.9531999999999999,4.08,1.9808000000000001,2.45,-1.318,3.77,0.16079999999999997,4.92,3.6583333333333337,4.94,1.4656,8.96,5.22,9.5,6.36,9.65,5.61,2.06,-1.18,7.59,3.93,5.06,1.8124
CONOWINGO DAM,2.41,-1.28,4.94,1.68,2.71,-1.15,3.84,1.05,6.26,3.55,5.27,5.01,10.66,6.7,6.53,2.69,11.56,7.23,2.44,-1.07,8.15,4.53,5.62,2.34
CYLBURN,3.34,-1.24,4.72,2.62,2.03,-0.94,4.49,1.57,5.24,4.48,4.94,3.16,6.63,4.75,8.2,1.4773076923076924,11.98,5.664615384615386,2.04,0.6353846153846153,7.37,3.734000000000001,6.12,2.15
DAMASCUS 3 SSW,1.38,-0.06,4.05,1.33,2.22,-1.42,4.35,0.56,7.57,0.61,8.29,1.09,5.42,1.86,6.58,3.41,13.49,10.26,3.52,0.95,5.0,2.02,5.19,1.98
EMMITSBURG 2 SE,2.08,-0.9531999999999999,5.74,1.9808000000000001,3.0,-1.318,5.44,0.16079999999999997,9.36,3.6583333333333337,7.16,1.4656,4.33,0.33,8.07,4.47,15.17,11.49,3.53,0.49,5.26,1.59,5.44,1.8124
MILLERS 4 NE,2.62,-0.9531999999999999,3.88,1.9808000000000001,1.96,-1.318,4.12,0.16079999999999997,4.64,3.6583333333333337,4.97,1.4656,5.96,2.55,6.24,3.1,9.31,5.64,1.63,-1.25,5.83,2.61,4.87,1.8124
REISTERSTOWN 2 NW,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
SMITHSBURG 2NW,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
--DIVISIONAL DATA------->,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
APPALACHIAN MOUNTAIN  07,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
HAGERSTOWN 1 E,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
CUMBERLAND 2,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
FROSTBURG 2,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
HAGERSTOWN RGNL AP,2.4056249999999997,-0.9531999999999999,5.004062500000001,1.9808000000000001,2.642666666666666,-1.318,3.6583870967741934,0.16079999999999997,7.767931034482758,3.6583333333333337,5.042903225806451,1.4656,8.623870967741935,4.75,5.327187500000001,1.4773076923076924,9.406875000000003,5.664615384615386,4.1284374999999995,0.6353846153846153,7.203225806451614,3.734000000000001,5.330344827586206,1.8124
