Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
SHORE              02,2.08,0.0,0.4,0.0,2.84,0.0,3.65,1.09,7.26,0.0,5.33,0.0,1.76,0.0,4.95,2.36,3.69,0.0,7.07,0.0,7.61,0.0,7.37,0.0
ROYAL OAK 2 SSW          ,2.39,-1.33,0.38,-2.64,3.02,-1.29,4.29,2.8,5.96,1.82,4.38,0.6,1.99,-2.23,6.49,1.02,3.65,-0.52,6.92,3.44,7.26,3.99,8.71,5.4
VIENNA                   ,2.73,-0.74,0.26,-2.76,2.07,-1.86,5.8,1.73,8.42,4.53,5.52,2.09,3.29,-0.56,4.76,1.02,3.48,-0.5,6.24,3.08,4.94,1.82,8.06,4.71
--DIVISIONAL DATA------->,3.02,-0.41,0.26,-2.43,2.28,-1.59,5.06,1.71,8.81,4.27,7.5,3.91,1.88,-2.21,4.71,3.72,3.07,-1.28,5.47,1.91,4.85,1.53,6.03,2.73
LOWER SOUTHERN     03,3.25,-0.23,0.17,-2.84,2.24,-1.89,5.25,2.61,8.22,3.8,7.28,3.59,5.9,1.64,7.7,1.7,2.67,-1.63,5.71,2.23,4.53,1.12,6.56,3.15
MECHANICSVILLE 5 NE      ,3.34,-0.18,0.38,-2.63,3.04,-1.13,6.22,0.0,7.86,3.11,7.11,3.19,2.22,-1.8,5.31,0.0,3.49,-1.04,6.22,2.6,5.17,1.19,0.0,0.0
SOLOMONS                 ,2.65,0.0,0.34,0.0,1.87,0.0,6.2,0.82,6.36,0.0,4.82,0.0,5.48,0.0,5.55,-0.38,3.42,0.0,5.09,0.0,3.8,0.0,7.23,0.0
--DIVISIONAL DATA------->,3.08,-0.49,0.25,-2.59,2.24,-1.68,4.08,0.0,7.73,3.44,6.74,3.11,4.01,-0.2,3.52,0.0,2.99,-1.09,6.61,3.18,4.72,1.4,7.14,3.89
UPPER SOUTHERN     04,3.06,0.0,0.45,0.0,2.45,0.0,4.84,1.79,8.96,0.0,6.43,0.0,3.22,0.0,8.17,3.84,3.54,0.0,6.29,0.0,5.03,0.0,7.36,0.0
BALTIMORE WASH INTL AP  R,3.03,-0.46,0.28,-2.48,1.85,-2.05,5.07,1.98,6.57,2.26,5.6,1.77,2.31,-1.8,7.74,1.98,4.44,0.44,7.18,3.52,5.69,2.44,7.12,3.92
BELTSVILLE               ,3.02,-0.53,0.3,-2.62,2.26,-1.76,5.32,1.92,7.87,3.43,6.38,2.72,3.54,-0.6,5.93,1.74,3.39,-0.79,6.1,2.62,4.84,1.46,7.07,3.68
DALECARLIA RSVR          ,2.05,-1.51,0.43,-2.6,2.46,-1.7,5.26,1.87,5.57,1.48,4.71,0.45,1.99,-1.95,5.5,1.64,4.85,0.55,6.28,2.91,4.13,0.79,6.68,2.99
LAUREL 3 W               ,2.05,-1.6,0.43,-2.59,2.46,-1.66,5.26,1.67,5.57,1.42,4.71,0.77,1.99,-2.06,5.5,8.45,4.85,0.57,6.28,2.91,4.13,0.86,6.68,3.05
MD SCI CTR BALTIMORE    R,2.57,-0.84,0.27,-2.33,1.95,-1.7,5.03,0.0,4.34,-0.07,4.77,0.74,2.07,-2.14,12.52,1.13,6.24,1.76,6.22,2.83,3.52,0.32,7.29,3.88
NATL ARBORETUM DC        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,7.69,3.05,5.26,1.34,2.76,-1.28,4.49,-0.48,2.62,-1.27,6.2,2.59,4.2,0.61,6.55,3.04
OXON HILL                ,2.8,-1.15,0.45,-2.88,3.32,-1.0,6.39,0.68,6.12,0.98,4.83,0.22,4.72,0.9,3.44,3.57,4.55,-0.36,6.41,2.52,3.09,-0.78,1.57,-1.87
UPPER MARLBORO 3 NNW     ,2.32,0.0,0.38,0.0,2.99,-1.17,4.33,0.0,5.46,0.88,5.29,1.14,3.35,-0.85,7.98,0.0,7.32,2.4,6.11,2.64,0.0,0.0,6.99,3.1
--DIVISIONAL DATA------->,2.64,0.0,0.3,0.0,2.46,0.0,7.16,0.0,5.87,0.0,5.35,0.0,2.9,0.0,7.2,0.0,5.39,0.0,7.0,0.0,4.1,0.0,8.16,0.0
NORTHERN EASTERN,0.0,0.0,0.0,0.0,2.74,0.0,3.17,0.4,7.33,0.0,5.37,0.0,5.95,0.0,5.5,1.29,2.6,0.0,6.44,0.0,3.77,0.0,6.92,0.0
SHORE              05,3.29,-0.37,0.54,-2.43,2.23,-1.72,4.2,0.0,6.11,1.59,5.97,1.62,3.35,-0.29,4.89,0.0,3.55,-0.71,5.73,2.25,2.7,-1.1,7.41,4.1
CHESTERTOWN              ,2.21,0.0,0.45,0.0,1.75,0.0,4.05,1.04,7.69,0.0,5.29,0.0,3.97,0.0,3.59,6.31,2.1,0.0,6.18,0.0,2.85,0.0,5.59,0.0
--DIVISIONAL DATA------->,2.36,-1.28,0.75,-2.15,1.84,-1.93,4.49,0.19,4.86,0.58,4.41,0.79,4.86,1.29,10.02,2.27,4.9,0.76,6.44,3.0,3.11,-0.5,6.49,2.95
NORTHERN CENTRAL   06,2.44,-0.53,0.73,-1.85,1.86,-1.57,3.41,0.0,8.97,5.2,7.77,4.12,2.26,-1.31,5.71,0.0,1.63,-2.41,5.78,2.57,4.12,0.73,2.14,-1.01
ABERDEEN PHILLIPS FLD    ,2.2,0.0,0.52,0.0,2.04,0.0,3.32,1.15,4.54,0.0,4.64,0.0,3.48,0.0,0.0,3.05,2.48,0.0,4.88,0.0,0.9,0.0,6.3,0.0
BRIGHTON DAM             ,2.73,-0.87,0.47,-2.45,2.32,-1.71,4.68,1.2708823529411764,5.81,1.19,5.1,1.05,3.9,-0.06,6.89,2.1950000000000003,4.35,0.02,6.05,2.54,3.01,-0.61,6.3,2.8
CATOCTIN MTN PARK        ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
CONOWINGO DAM            ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
CYLBURN                  ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
DAMASCUS 3 SSW           ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
EMMITSBURG 2 SE          ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
FREDERICK 2 NNE          ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
MILLERS 4 NE             ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
POTOMAC FLTR PLT         ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
SMITHSBURG 2NW           ,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
--DIVISIONAL DATA------->,2.2525714285714287,-0.8937142857142859,0.36885714285714283,-1.9239999999999997,2.4348571428571426,-1.1337142857142857,4.687142857142857,1.2708823529411764,6.163142857142859,1.558285714285714,5.637142857142857,1.5705714285714287,3.0991428571428576,-0.9342857142857144,6.155714285714286,2.1950000000000003,4.239999999999999,0.2708571428571428,5.838285714285714,1.9340000000000004,4.628571428571428,1.3077142857142852,6.39657142857143,2.409714285714285
