Station,JAN_Precip,JAN_Depart,FEB_Precip,FEB_Depart,MAR_Precip,MAR_Depart,APR_Precip,APR_Depart,MAY_Precip,MAY_Depart,JUN_Precip,JUN_Depart,JUL_Precip,JUL_Depart,AUG_Precip,AUG_Depart,SEP_Precip,SEP_Depart,OCT_Precip,OCT_Depart,NOV_Precip,NOV_Depart,DEC_Precip,DEC_Depart
--DIVISIONAL DATA------->,2.81,-0.36,0.84,-1.44,3.81,-0.08,3.48,0.33,6.73,1.65,2.5,-2.06,7.01,3.04,9.29,1.31,1.18,-2.08,2.81,-0.34,2.09,-1.12,0.56,-2.52
LOWER SOUTHERN  03,2.69,-0.15239999999999992,1.46,-1.9292000000000002,3.82,-0.3460000000000001,3.52,-0.10560000000000008,5.64,1.7776000000000003,1.4,-1.8244,7.11,3.877500000000001,4.6,2.1868,1.95,-2.1524000000000005,2.99,0.27959999999999996,2.15,-1.29,0.95,-2.45
MECHANICSVILLE 5 NE,3.1553124999999995,-0.32,0.9809375,-2.16,3.6621875,-0.85,3.4196874999999998,1.25,5.855000000000001,2.29,1.4,-2.59,7.09,5.7,4.6,2.0,1.95,-2.24,2.99,-0.07,2.15,-1.27,0.8877777777777779,-2.63
SOLOMONS,2.54,0.22,0.44,-2.53,2.83,-1.24,4.6,0.8,6.61,3.35,1.11,-3.23,9.64,3.53,5.27,4.18,1.84,-2.0,3.6,-0.81,2.12,-1.3,0.61,-2.53
--DIVISIONAL DATA------->,3.24,-0.33,0.5,-1.3,2.76,-0.19,4.46,-0.13,7.79,0.78,0.98,-2.54,8.12,1.79,8.04,2.63,2.17,-2.23,3.03,-0.41,2.33,-1.34,0.77,-2.61
UPPER SOUTHERN  04,2.59,-0.08,1.3,-2.51,3.67,-0.66,3.09,0.31,4.27,2.61,0.73,-2.67,6.41,5.91,6.02,1.26,1.86,-1.57,2.64,-1.24,1.7,-1.29,0.78,-2.66
BALTIMORE-WASHINGTON INTL AP,3.01,0.0,0.39,-2.37,3.06,-0.62,3.82,0.85,6.89,2.29,1.41,-3.61,10.23,3.13,4.67,1.06,2.19,-2.43,2.55,-1.17,2.17,-1.5154166666666666,0.67,-2.547391304347826
BALTIMORE WASHINGTON INTL CLIM,3.02,-0.7,0.56,-1.98,3.16,-0.8,4.25,0.62,6.65,1.87,0.75,-2.55,7.48,3.87,4.68,1.59,1.7,-2.27,2.55,-0.57,2.26,-1.5154166666666666,0.66,-2.547391304347826
BELTSVILLE,2.85,-0.15239999999999992,0.94,-1.9292000000000002,3.22,-0.3460000000000001,3.96,-0.10560000000000008,6.31,1.7776000000000003,1.11,-1.8244,8.01,3.877500000000001,5.54,2.1868,1.91,-2.1524000000000005,2.91,0.27959999999999996,2.09,-0.86,0.73,-2.96
DALECARLIA RSVR,2.44,-0.15239999999999992,0.73,-1.9292000000000002,2.95,-0.3460000000000001,3.46,-0.10560000000000008,5.42,1.7776000000000003,1.43,-1.8244,5.51,3.877500000000001,6.24,2.1868,1.41,-2.1524000000000005,3.32,0.27959999999999996,2.14,-2.1,0.69,-2.73
MARYLAND SCI CTR,3.09,-0.88,0.67,-2.32,5.19,-0.05,2.32,-0.5,6.56,1.84,2.0,-2.22,3.87,1.46,7.86,3.19,2.35,-2.4,3.45,0.02,2.67,-1.5154166666666666,0.65,-2.547391304347826
NATL ARBORETUM DC,2.77,-0.85,0.7,-1.97,4.07,-0.43,2.89,0.24,5.99,1.14,1.72,-1.88,5.51,3.02,7.05,1.33,1.88,-2.49,3.39,0.49,2.41,-2.89,0.67,-2.46
OXON HILL,2.31,-0.15239999999999992,0.91,-1.9292000000000002,3.46,-0.3460000000000001,3.91,-0.10560000000000008,5.09,1.7776000000000003,1.94,-1.8244,7.43,3.877500000000001,5.09,2.1868,2.03,-2.1524000000000005,4.25,0.27959999999999996,1.32,-1.5154166666666666,0.85,-2.547391304347826
--DIVISIONAL DATA------->,2.94,-0.8,0.58,-1.62,1.9,-1.66,3.33,0.18,5.01,0.95,1.13,-1.97,5.75,4.51,3.42,3.29,2.52,-2.15,3.7940625,-1.17,1.9606666666666661,-1.93,0.8877777777777779,-2.68
NORTHERN EASTERN SHORE  05,2.64,-0.15239999999999992,1.23,-1.9292000000000002,2.59,-0.3460000000000001,4.11,-0.10560000000000008,4.91,1.7776000000000003,2.21,-1.8244,8.8,3.877500000000001,7.2,2.1868,2.8,-2.1524000000000005,2.95,0.27959999999999996,0.65,-1.78,1.57,-2.22
STEVENSVILLE 2SW,3.34,-0.5,0.36,-2.32,3.41,0.42,4.6,-0.81,5.67,0.29,1.5,-1.61,7.741290322580645,4.61,6.086969696969699,-1.11,1.9918181818181815,-0.7,3.7940625,-0.34,1.9606666666666661,-1.94,0.8877777777777779,-2.18
SUDLERSVILLE 1S,2.87,0.03,0.85,-1.12,4.11,-1.96,2.82,1.62,4.46,2.18,2.53,-1.77,8.73,6.22,3.18,0.43,3.81,-2.13,3.38,1.86,1.99,-1.5154166666666666,0.95,-2.547391304347826
--DIVISIONAL DATA------->,3.21,-0.13,1.58,-1.68,2.09,1.03,5.53,0.09,6.52,1.07,2.15,-1.4,9.87,2.55,3.83,-0.45,2.11,-2.16,5.24,0.08,1.83,-1.91,1.11,-2.49
NORTHERN CENTRAL  06,3.08,-0.15239999999999992,1.51,-1.9292000000000002,4.75,-0.3460000000000001,3.8,-0.10560000000000008,5.33,1.7776000000000003,1.99,-1.8244,6.54,3.877500000000001,3.27,2.1868,2.31,-2.1524000000000005,3.83,0.27959999999999996,1.65,-1.8,1.46,-2.29
ABERDEEN PHILLIPS FLD,2.94,0.95,0.81,-1.51,1.95,-1.9,5.39,0.16,6.46,1.24,1.57,-1.52,7.45,2.82,5.02,1.67,2.51,-2.17,3.72,2.39,1.79,-1.5154166666666666,1.0,-2.547391304347826
BRIGHTON DAM,3.61,-0.72,1.23,-1.85,1.81,-0.21,3.97,0.5,5.38,0.85,2.67,-1.8,6.56,4.03,4.81,0.72,1.87,-1.89,5.63,0.83,1.75,-1.22,0.86,-1.91
CONOWINGO DAM,2.88,-0.15239999999999992,1.07,-1.9292000000000002,3.82,-0.3460000000000001,4.03,-0.10560000000000008,5.47,1.7776000000000003,2.25,-1.8244,7.99,3.877500000000001,4.56,2.1868,2.44,-2.1524000000000005,4.34,0.27959999999999996,1.82,-1.41,1.21,-2.16
CYLBURN,3.1553124999999995,1.07,0.9809375,-0.59,3.6621875,1.06,3.4196874999999998,-0.43,5.855000000000001,2.18,1.8624242424242428,0.54,7.51,1.87,4.08,-1.06,2.17,-2.03,6.18,2.36,1.68,-1.5154166666666666,1.05,-2.547391304347826
DAMASCUS 3 SSW,3.73,2.29,1.78,-0.93,4.43,1.21,2.87,0.5,6.2,3.95,3.82,1.31,5.43,3.79,2.11,-1.5,1.2,-2.23,4.93,2.8,1.76,-1.5154166666666666,0.94,-2.547391304347826
EMMITSBURG 2 SE,5.61,-0.15239999999999992,2.19,-1.9292000000000002,5.15,-0.3460000000000001,4.37,-0.10560000000000008,8.83,1.7776000000000003,5.31,-1.8244,7.79,3.877500000000001,2.1,2.1868,1.45,-2.1524000000000005,5.84,0.27959999999999996,2.26,-1.5154166666666666,1.13,-2.547391304347826
MILLERS 4 NE,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
REISTERSTOWN 2 NW,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
SMITHSBURG 2NW,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
--DIVISIONAL DATA------->,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
APPALACHIAN MOUNTAIN  07,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
HAGERSTOWN 1 E,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
CUMBERLAND 2,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
FROSTBURG 2,3.1553124999999995,-0.15239999999999992,0.9809375,-1.9292000000000002,3.6621875,-0.3460000000000001,3.4196874999999998,-0.10560000000000008,5.855000000000001,1.7776000000000003,1.8624242424242428,-1.8244,7.741290322580645,3.877500000000001,6.086969696969699,2.1868,1.9918181818181815,-2.1524000000000005,3.7940625,0.27959999999999996,1.9606666666666661,-1.5154166666666666,0.8877777777777779,-2.547391304347826
